10304,M6 Gran Coupe,78,Silverstone Metallic,Standard,Black Extended Merino Leather,12,11,2018,133340,2,59,7
71636,BMW i3,81,Melbourne Red Metallic with Frozen Grey accent,Giga World,Deka Dark Cloth,12,2,2018,66150,2,119,5
29454,M6 Gran Coupe,80,Space Gray Metallic,Standard,Sakhir Orange,23,5,2018,121100,2,51,9
20515,530i Sedan,49,Glacier Silver Metallic,M Sport,Canberra Beige,11,12,2018,70800,2,null,10
05029,xDrive50i3,34,Alpine White,Luxury,Cognac Vernasca Leather,7,9,2018,107300,2,125,3
76507,M850i xDrive Coupe,62,Glacier Silver Metallic,Standard,Mocha Dakota Leather,29,4,2018,123000,3,31,0
25507,M4 Coupe,74,Mineral White Metallic,Standard,Sonoma Beige Extended Merino Leather,9,2,2018,83600,3,45,14
84984,M550i xDrive Sedan,55,Bluestone Metallic,Standard,Canberra Beige,25,10,2018,89150,3,24,11
43361,330i xDrive Sports Wagon,40,Melbourne Red Metallic,Sport Line,piping,18,9,2018,46500,3,null,13
55080,xDrive50i,28,Mineral White Metallic,M Sport,Coffee Vernasca Leather,15,10,2018,91150,3,74,4
20929,xDrive35i,32,Dark Olive Metallic,xLine,Cognac Dakota Leather,22,11,2018,89550,3,null,13
35757,M550i xDrive Sedan,54,Alpine White,Standard,Canberra Beige,7,8,2018,86850,3,null,12
74413,xDrive40i,29,Arctic Grey Metallic,M Sport,Canberra Beige Vernasca Leather,13,7,2018,81150,3,9,12
41978,330i xDrive Gran Turismo,41,Glacier Silver Metallic,Luxury,Oyster Vernasca Leather with contrast stitching,14,4,2018,57950,3,44,13
50593,750i xDrive Sedan,61,Imperial Blue Metallic,Standard,Black Dakota Leather,17,3,2018,105350,3,3,4
29583,740i xDrive Sedan,63,Jet Black,Standard,Ivory White and Black Dakota Leather,22,5,2018,90950,3,null,12
33851,340i xDrive Gran Turismo,41,Portimao Blue Metallic,Luxury,Black Vernasca Leather with contrast stitching,9,5,2018,63350,3,16,14
33055,M4 Coupe,73,Alpine White,Standard,Silverstone Full Merino Leather,16,2,2018,72550,3,72,7
37984,M5 Competition,76,Snapper Rocks Blue Metallic,Standard,Silverstone Extended Merino Leather,11,12,2018,124100,3,null,3
36220,xDrive50i3,39,Alpine White,Luxury,Black Vernasca Leather,26,9,2018,94700,3,null,4
45580,sDrive28i2,8,Mineral Grey Metallic,Standard,Magma Red Dakota Leather,2,10,2018,37400,3,75,1
06907,ALPINA B6 xDrive Gran Coupe,69,Glacier Silver Metallic,Standard,Black Nappa Leather,23,7,2018,142300,3,null,9
54697,740e xDrive iPerformance,62,Jatoba Brown Metallic,Standard,Mocha Dakota Leather,4,6,2018,107250,3,116,1
15450,Z4 sDrive30i,65,Alpine White,Sport Line,Black SensaTec,7,12,2018,56000,3,null,1
23542,sDrive28i,0,Black Sapphire Metallic,M Sport,Oyster Dakota Leather,18,9,2018,65040,3,null,1
65639,540i xDrive Sedan,48,Imperial Blue Metallic,Luxury,Canberra Beige,30,7,2018,68400,3,null,8
32410,330i xDrive Gran Turismo,47,Mineral Grey Metallic,Luxury,piping,5,2,2018,84000,3,89,2
17410,530e xDrive iPerformance,49,Dark Graphite Metallic,Sport Line,Black Vernasca Leather with contrast stitch,18,3,2018,57700,3,105,2
23979,340i xDrive Gran Turismo,44,Melbourne Red Metallic,M Sport,Canberra Beige,20,8,2018,75150,3,null,5
23000,ALPINA B6 xDrive Gran Coupe,70,Magellan Gray Metallic,Standard,Canberra Beige Nappa Leather,15,5,2018,143250,3,33,9
86203,sDrive30i,16,Mineral White Metallic,M Sport,Black Vernasca Leather with contrast stitch,25,10,2018,55000,3,null,5
13326,530i Sedan,49,Cashmere Silver Metallic,M Sport,piping,18,8,2018,65900,3,112,8
52808,M760i xDrive Sedan,62,Mineral White Metallic,Standard,Ivory White and Black Dakota Leather,29,9,2018,175400,3,30,8
37836,xDrive30i,16,Dark Olive Metallic,M Sport,piping,10,7,2018,50650,3,103,5
83104,540i xDrive Sedan,51,Mediterranean Blue Metallic,Luxury,Canberra Beige,3,4,2018,79850,3,111,14
80703,330i xDrive Sedan,41,Mediterranean Blue Metallic,Luxury,piping,7,3,2018,67850,4,44,9
86233,740i xDrive Sedan,62,Jet Black,Standard,Cognac Dakota Leather,6,1,2018,93850,4,88,14
65952,330i xDrive Sedan,45,Glacier Silver Metallic,Luxury,piping,19,2,2018,44250,4,18,8
68897,M5 Competition,77,Donington Grey Metallic,Standard,Silverstone Full Merino Leather,19,11,2018,130200,4,68,10
88247,M550i xDrive Sedan,54,Black Sapphire Metallic,Standard,piping,1,11,2018,99690,4,73,6
36472,M6 Gran Coupe,78,Black Sapphire Metallic,Standard,Aragon Brown Full Merino Leather,3,5,2018,133350,4,null,13
29585,M3 Sedan,73,Sakhir Orange Metallic,Standard,Cloth,23,4,2018,98850,4,82,5
65603,M40i,19,Dark Graphite Metallic,Standard,Canberra Beige,23,1,2018,71050,4,131,8
88590,540i Sedan,49,Atlas Cedar Metallic,Luxury,piping,21,2,2018,72650,4,79,7
32702,M4 Convertible,73,Austin Yellow Metallic,Standard,Silverstone Full Merino Leather,12,11,2018,90940,4,null,10
19192,530e xDrive iPerformance,49,Jet Black,M Sport,Black Vernasca Leather with contrast stitching,6,4,2018,72200,4,78,2
89493,M40i2,24,Alpine White,Standard,Canberra Beige,5,2,2018,65850,4,54,14
90414,BMW i8 Coupe,85,Sophisto Grey Metallic with BMW i Frozen Blue accent,Standard World,Giga Amido Full Perforated Leather,1,8,2018,158800,4,95,2
33082,Z4 sDrive30i,64,Mineral White Metallic,Sport Line,Black SensaTec,9,8,2018,54000,4,59,6
93614,xDrive30i2,23,Mineral White Metallic,M Sport,piping,3,12,2018,54600,4,null,12
20667,xDrive28i2,7,Mediterranean Blue Metallic,M Sport X,Sensatec Oyster,13,4,2018,52800,4,null,5
89693,640i xDrive Gran Turismo,60,Jet Black,M Sport,piping,8,9,2018,86850,4,120,13
26934,sDrive35i,31,Alpine White,M Sport,Canberra Beige,23,9,2018,64950,4,null,8
44018,xDrive30i,15,Mineral White Metallic,Luxury,piping,11,1,2018,47500,4,45,0
00106,330i xDrive Sports Wagon,42,Sunset Orange Metallic,M Sport,Mocha Vernasca Leather with contrast stitching,13,1,2018,54700,4,87,11
66171,xDrive30i2,23,Black Sapphire Metallic,M Sport,piping,11,6,2018,74400,4,89,2
15673,xDrive30i2,22,Alpine White,xLine,piping,13,9,2018,66540,4,105,12
51611,M40i,19,Carbon Black Metallic,Standard,Oyster Vernasca Leather with contrast stitching,18,6,2018,66150,4,121,10
85585,340i xDrive Gran Turismo,46,Black Sapphire Metallic,Luxury,piping,19,5,2018,73400,4,null,7
85885,M4 Convertible,74,Mineral Grey Metallic,Standard,Sonoma Beige Extended Merino Leather,24,9,2018,85650,4,null,10
86701,xDrive28i2,8,Misano Blue Metallic,M Sport X,Magma Red Dakota Leather,27,8,2018,48875,4,44,6
33937,ALPINA B7 xDrive,70,ALPINA Green Metallic,Standard,Mocha Nappa Leather,3,1,2018,143450,4,null,7
11896,xDrive50i,29,Phytonic Blue Metallic,M Sport,Coffee Extended Merino Leather,10,3,2018,88750,4,12,13
01944,M4 Convertible,74,Austin Yellow Metallic,Standard,Sakhir Orange,25,9,2018,106200,4,35,13
56495,740i Sedan,62,Mineral White Metallic,Standard,Mocha Dakota Leather,4,2,2018,84700,4,null,5
75719,ALPINA B6 xDrive Gran Coupe,69,Mineral White Metallic,Standard,Black Nappa Leather,8,6,2018,134240,5,53,12
10322,740e xDrive iPerformance,63,Jet Black,Standard,Mocha Dakota Leather,16,10,2018,96750,5,5,4
46956,M6 Gran Coupe,78,Silverstone Metallic,Standard,Sakhir Orange,4,8,2018,130425,5,37,3
83637,740e xDrive iPerformance,63,Alpine White,Standard,Cognac Dakota Leather,5,1,2018,96550,5,95,0
41912,Z4 sDrive30i,67,Glacier Silver Metallic,M Sport,Black SensaTec,13,2,2018,59000,5,45,6
75906,M5 Competition,75,Bluestone Metallic,Standard,Aragon Brown Full Merino Leather,4,7,2018,118000,5,null,8
62357,330i Sedan,43,Mineral White Metallic,Luxury,piping,3,7,2018,56050,5,98,8
66268,330i Sedan,47,Mineral Grey Metallic,M Sport,Canberra Beige,10,8,2018,57150,5,88,5
69768,M35i,11,Mineral Grey Metallic,Standard,Black SensaTec,17,8,2018,56750,5,115,1
62220,330i xDrive Gran Turismo,47,Mineral Grey Metallic,Sport Line,piping,30,8,2018,61250,5,122,0
48376,M40i2,25,Phytonic Blue Metallic,Standard,Canberra Beige,6,12,2018,69650,5,53,3
46505,330i xDrive Gran Turismo,44,Glacier Silver Metallic,Sport Line,Canberra Beige,11,9,2018,65850,5,29,3
32369,330i xDrive Sports Wagon,45,Mediterranean Blue Metallic,Luxury,piping,18,8,2018,47500,5,null,12
17891,sDrive35i,30,Jet Black,xLine,Taupe Extended Merino Leather,12,10,2018,84300,5,66,1
02522,M5 Sedan,76,Bluestone Metallic,Standard,Silverstone Full Merino Leather,3,4,2018,116900,5,72,2
67036,xDrive50i2,31,Dark Graphite Metallic,xLine,Black Bi-Color Nappa Leather,8,12,2018,94750,5,40,2
82295,BMW i8 Roadster,85,Sophisto Grey Metallic with BMW i Frozen Blue accent,Standard World,Giga Amido Full Perforated Leather,27,8,2018,188600,5,49,11
65240,M4 Convertible,74,Yas Marina Blue Metallic,Standard,Black Extended Merino Leather,19,8,2018,85675,5,117,1
06997,sDrive35i,30,Space Gray Metallic,xLine,Canberra Beige,12,9,2018,76950,5,null,13
96881,640i xDrive Gran Turismo,56,Alpine White,Sport Line,Black Vernasca Leather with contrast stitching,22,5,2018,77900,5,101,10
69851,xDrive50i,28,Sunstone Metallic,xLine,Ivory White Extended Merino leather,9,3,2018,99250,5,null,2
78853,xDrive30i,14,Phytonic Blue Metallic,Luxury,Black SensaTec,5,9,2018,59300,5,29,11
83762,xDrive40i,28,Mineral White Metallic,xLine,Black SensaTec,14,7,2018,67575,5,51,11
79421,Z4 sDrive30i,67,Mineral White Metallic,M Sport,Black SensaTec,28,12,2018,58000,5,105,11
23186,xDrive28i2,7,Glacier Silver Metallic,M Sport X,Black with Blue Highlight Dakota Leather,29,6,2018,55850,5,null,13
70258,340i xDrive Gran Turismo,47,Jet Black,Sport Line,piping,24,3,2018,59750,5,89,9
67226,ALPINA B7 xDrive,69,Magellan Gray Metallic,Standard,Cognac Nappa Leather,19,5,2018,158450,5,69,0
32133,530i xDrive Sedan,49,Jet Black,Sport Line,piping,27,10,2018,70950,5,37,14
01125,xDrive35i,32,Jet Black,xLine,Cognac Dakota Leather,25,5,2018,68150,5,64,3
99514,M760i xDrive Sedan,63,Magellan Gray Metallic,Standard,Ivory White and Black Dakota Leather,7,9,2018,162000,5,null,5
44435,M5 Sedan,76,Black Sapphire Metallic,Standard,Black Full Merino Leather,16,3,2018,109450,6,81,0
96106,xDrive50i2,31,Atlas Ceder Metallic,M Sport,Criollo Brown Extended Merino Leather,18,6,2018,88050,6,30,9
61303,330i xDrive Gran Turismo,47,Vermont Bronze Metallic,M Sport,Black Vernasca Leather with contrast stitch,7,10,2018,67850,6,72,14
91254,xDrive50i,27,Mineral White Metallic,M Sport,Ivory White Extended Merino leather,9,11,2018,79950,6,135,12
91467,BMW i8 Roadster,83,Crystal White Pearl Metallic with BMW i Frozen Blue accent,Tera World,Giga Amido Full Perforated Leather,29,2,2018,175600,6,null,2
78237,330i xDrive Sedan,45,Sunset Orange Metallic,Luxury,Mocha Vernasca Leather with contrast stitching,5,11,2018,60650,6,null,5
82424,530i xDrive Sedan,51,Glacier Silver Metallic,Luxury,Black Vernasca Leather with contrast stitch,23,11,2018,64700,6,41,7
44330,BMW i3,82,Fluid Black with BMW I Frozen Blue accent,Tera World,Deka Dark Cloth,25,6,2018,60950,6,null,8
12261,xDrive30i2,21,Flamenco Red Metallic,xLine,Black SensaTec,15,5,2018,50750,6,85,6
18743,M6 Gran Coupe,78,Singapore Gray Metallic,Standard,Sakhir Orange,21,9,2018,142175,6,null,12
56606,BMW i3,82,Imperial Blue Metallic with Frozen Grey accent,Tera World,Deka Dark Cloth,28,5,2018,59740,6,43,11
21533,xDrive28i,5,Jet Black,M Sport,Black Dakota Leather,4,1,2018,47425,6,null,11
85642,M3 Sedan,72,Austin Yellow Metallic,Standard,Black,15,12,2018,76600,6,39,4
55456,M3 Sedan,72,Mineral Grey Metallic,Standard,Black Full Merino Leather,1,9,2018,86900,6,null,0
33532,xDrive28i,4,Dark Olive Metallic,xLine,Black SensaTec,21,2,2018,53450,6,136,6
72884,M3 Sedan,74,Yas Marina Blue Metallic,Standard,Black,5,7,2018,82600,6,37,1
00530,330i xDrive Sedan,40,Portimao Blue Metallic,Sport Line,piping,24,4,2018,52450,6,null,9
48375,330i xDrive Sedan,42,Black Sapphire Metallic,Luxury,Canberra Beige,14,2,2018,58150,6,88,8
03514,M5 Sedan,75,Marina Bay Blue metallic,Standard,Black Full Merino Leather,7,2,2018,105100,6,80,8
38025,Z4 sDrive30i,65,Glacier Silver Metallic,Sport Line,Black SensaTec,6,4,2018,66000,6,77,2
41892,M4 Coupe,74,Yas Marina Blue Metallic,Standard,Black Extended Merino Leather,1,10,2018,85650,6,null,11
20933,M5 Competition,77,Marina Bay Blue metallic,Standard,Aragon Brown Full Merino Leather,21,11,2018,125000,6,46,1
08920,330i xDrive Sedan,45,Blue Ridge Mountain Metallic,M Sport,Oyster Vernasca Leather with contrast stitching,24,6,2018,44050,6,114,3
41003,750i Sedan,61,Dark Graphite Metallic,Standard,Ivory White and Black Dakota Leather,30,4,2018,109250,6,127,4
77512,530i Sedan,50,Mineral White Metallic,Luxury,Black Vernasca Leather with contrast stitching,8,12,2018,55500,6,68,13
85103,ALPINA B7 xDrive,70,Magellan Gray Metallic,Standard,Black Nappa Leather,14,4,2018,140750,6,null,6
95005,M40i2,25,Sunstone Metallic,Standard,piping,21,8,2018,73900,6,91,4
98062,530e iPerformance,49,Dark Graphite Metallic,Luxury,piping,19,2,2018,74200,6,null,4
28407,M3 Sedan,74,Mineral Grey Metallic,Standard,Black,12,10,2018,75650,6,92,3
75840,750i Sedan,62,Jet Black,Standard,Mocha Dakota Leather,2,8,2018,101950,6,86,0
15353,330i xDrive Sedan,47,Portimao Blue Metallic,Luxury,piping,13,6,2018,60350,7,76,2
41683,xDrive28i,2,Black Sapphire Metallic,xLine,Black Dakota Leather,3,1,2018,49350,7,null,8
92651,xDrive40i,27,Black Sapphire Metallic,xLine,Tartufo Extended Merino Leather,10,6,2018,67900,7,90,11
19089,sDrive28i,2,Mineral White Metallic,M Sport,Black SensaTec,20,6,2018,58675,7,18,1
74898,xDrive28i,0,Mineral Grey Metallic,xLine,Sensatec Oyster,15,4,2018,48950,7,null,11
32589,M40i,20,Glacier Silver Metallic,Standard,Canberra Beige,23,6,2018,80850,7,null,4
86953,740e xDrive iPerformance,61,Imperial Blue Metallic,Standard,Cognac Dakota Leather,2,8,2018,113900,7,null,3
47033,750i xDrive Sedan,63,Cashmere Silver Metallic,Standard,Canberra Beige Dakota Leather,1,6,2018,113325,7,2,5
58992,BMW i3,82,Jucaro Beige Metallic with Frozen Grey Accent,Giga World,Deka Dark Cloth,6,4,2018,50950,7,null,6
30053,sDrive30i,15,Jet Black,xLine,piping,22,1,2018,55590,7,null,12
38616,xDrive30i,15,Glacier Silver Metallic,xLine,Black SensaTecm,28,3,2018,48350,7,129,10
63846,530e iPerformance,50,Cashmere Silver Metallic,Luxury,Oyster Vernasca Leather with contrast stitching,22,1,2018,59015,7,null,13
55180,BMW i3,82,Mineral Grey with BMW i Frozen Blue accent,Mega World,Deka Dark Cloth,14,2,2018,62600,7,null,12
09223,340i xDrive Gran Turismo,44,Vermont Bronze Metallic,Sport Line,piping,6,1,2018,51750,7,null,14
83156,540i Sedan,48,Alpine White,M Sport,piping,4,8,2018,64850,7,null,6
24621,sDrive28i2,8,Misano Blue Metallic,M Sport X,Black with Blue Highlight Dakota Leather,10,2,2018,56750,7,132,5
95198,540i xDrive Sedan,49,Atlas Cedar Metallic,Sport Line,Canberra Beige,6,4,2018,75650,7,71,0
63350,M5 Competition,76,Singapore Gray Metallic,Standard,Aragon Brown Extended Merino Leather,25,6,2018,118000,7,50,13
71197,M5 Competition,77,Bluestone Metallic,Standard,Black Full Merino Leather,6,5,2018,130050,7,null,8
33171,M35i,11,Galvanic Gold Metallic,Standard,Black,10,5,2018,61550,7,124,14
10726,540i xDrive Sedan,49,Dark Graphite Metallic,Luxury,Canberra Beige,30,12,2018,81525,7,61,7
60924,ALPINA B6 xDrive Gran Coupe,68,Alpine White,Standard,Ivory White and Black Nappa Leather,19,1,2018,129700,7,null,8
61361,BMW i3,81,Jucaro Beige Metallic with Frozen Grey Accent,Mega World,Deka Dark Cloth,21,3,2018,51150,7,95,3
50675,530e xDrive iPerformance,50,Dark Graphite Metallic,Luxury,Oyster Vernasca Leather with contrast stitching,7,2,2018,67890,7,102,4
85990,xDrive30i,14,Alpine White,Luxury,Mocha Vernasca Leather with contrast stitching,13,8,2018,47390,7,6,9
12237,ALPINA B6 xDrive Gran Coupe,70,Magellan Gray Metallic,Standard,Ivory White and Black Nappa Leather,20,6,2018,131300,7,null,14
50523,xDrive50i,28,Jet Black,M Sport,Cognac Vernasca Leather,15,12,2018,90750,7,2,6
86458,sDrive28i,1,Glacier Silver Metallic,M Sport,Sensatec Oyster,12,12,2018,48100,7,125,2
84529,BMW i8 Coupe,84,Sophisto Grey Metallic with BMW i Frozen Blue accent,Tera World Copper,Giga Amido Full Perforated Leather,23,11,2018,154800,7,115,0
40083,M5 Competition,75,Singapore Gray Metallic,Standard,Silverstone Extended Merino Leather,21,10,2018,119100,7,29,1
39169,BMW i8 Coupe,84,Crystal White Pearl Metallic with Frozen Grey accent,Standard World,Giga Amido Full Perforated Leather,22,3,2018,156800,8,48,9
